Number,Bin,Qmean,Qstd,dQmean,dQstd,n
402206,64,0.3064350767629456,0.006534166655298865,0.029676814988333338,0.012109249357801308,3
402206,65,0.3036807181889149,0.007206280563398952,0.03001405152200001,0.014041626492073621,4
402206,66,0.3035967993754879,0.007323803352968423,0.033555035129000016,0.014568657298983136,4
402206,67,0.28955893832943014,0.0033468226179568356,0.013573770491749992,0.0067344099691161825,8
402206,68,0.28860577673692434,0.0033855216526801836,0.021178454332999985,0.007101532024781263,5
402206,69,0.2869867291178767,0.0032100190248268295,0.023381733020833344,0.006673913941748682,6
402206,70,0.28150858704137394,0.003933246799530348,0.020065573770499966,0.008722091242318904,4
402206,71,0.2742874490415474,0.001644113468040144,0.016637002341777764,0.0030079448791373756,9
402206,72,0.27181108508977364,0.0034891062392175265,0.021245901639749973,0.007518181593873996,4
402206,73,0.26721799375487904,0.003944102614650377,0.017957845433124973,0.008116666079278835,8
402206,74,0.2674290918553214,0.004636065508338876,0.022257611241333367,0.009272471663757083,3
402206,75,0.2592232630757221,0.0019625596526977795,0.009442622951000023,0.0032440214755680777,6
402206,76,0.25929013791308875,0.004647030769184016,0.0193798594848,0.009332427796067069,15
402206,77,0.26641491022638564,0.010994014957649892,0.047550351288,0.022740347354553648,4
402206,78,0.2551170960187354,0.006576893052302898,0.03001405152250001,0.013152224824499986,2
402206,79,0.2527582617746552,0.007079290303252846,0.030913348946333342,0.013707373387696328,6
402206,80,0.239738919247116,0.002250096180898041,0.015288056206000003,0.0051119739208640705,9
402206,81,0.23052953421805883,0.0013045221193066553,0.009386416861750001,0.002759099186481909,12
402206,82,0.2265664845173042,0.002340824981630457,0.012702576112333323,0.005692320050181399,6
402206,83,0.22176736924277907,0.0022082080788826926,0.009712412177800006,0.003722455907464149,5
402206,84,0.21905455807095153,0.0012828812613754307,0.012590163934555563,0.0029485437860225536,9
402206,85,0.2131325973012156,0.0016685899209023768,0.008864503178142849,0.003947742399530361,7
402206,86,0.20938134270101486,0.002223569279481146,0.008346604215625008,0.004070730741793182,8
402206,87,0.18809328649492585,0.0038736714333897017,0.013672742083260869,0.006755413754775802,92
402206,88,0.15254228467343223,0.002993811139295276,0.007868852458666663,0.003490212578185337,3
402206,89,0.15013817330210774,0.0031811929681156135,0.015647775175699992,0.006965782766926292,10
402206,90,0.14189110070257613,0.002483411972473547,0.010285714285750005,0.004843190990048711,4
402206,91,0.14818266978922717,0.005202654225620249,0.028192974238999996,0.010379875368118513,5
402206,92,0.13266978922716627,0.0014950083850163594,0.007149414519799998,0.0014559872471726022,5
402206,93,0.12646370023419204,5.972222921968146e-4,0.002772833723666671,0.0010511857715585036,9
402206,94,0.12439277350284376,0.001544316708553674,0.006744730679000005,0.0032145053645841622,7
402206,95,0.11716627634660422,4.983750002692426e-4,0.002216125794642856,7.190584258321859e-4,14
402206,96,0.11310592947086176,0.0012436112726962195,0.004457387231391304,0.002177398574877885,23
402206,97,0.10639832162373147,5.878579598307285e-4,0.0028665105385000025,8.235952571022918e-4,8
402206,98,0.10300211888033903,7.247588635639186e-4,0.002505185681071427,0.0011748255277123623,7
402206,99,0.10044719527155126,5.952902618597971e-4,0.0027942455669142893,9.699352370050507e-4,7
402206,100,0.09889539422326307,0.0013378909327590265,0.005901639344125007,0.002758682797149152,4
402206,101,0.0910967993754879,0.0017539950514643423,0.008009367681512496,0.003818455234100063,8
402206,102,0.07695706479313037,0.00100268172090031,0.0047213114754199965,0.002316891073877634,5
402206,103,0.06415983606557377,0.0013088677275565127,0.0011803278688625014,5.664598682987804e-4,8
402213,1,4.554842487883684,0.2763691437802911,2.7546106623599997,0.957518578350001,2
402213,2,3.865086160473883,0.3571342764675516,2.578739903073333,0.4008345663818973,3
402213,3,3.558416801292408,0.19837641357027458,3.0508691437850004,0.4065266558950004,2
402213,4,2.7594951534733445,0.2924192245557351,1.7259063004849993,0.48364458804499916,2
402213,5,2.7680452342487887,0.1624394184168012,1.92306300485,0.3800064620300002,2
402213,6,1.9277982921763215,0.2315983035015858,0.860909300715,0.422710601712198,14
402213,7,1.6558542003231018,0.15122936930438957,0.7734474959600002,0.31681621306393837,4
402213,8,1.3705008077544427,0.08496768982229408,0.3137059773850001,0.14202261712500017,2
402213,9,1.4253446418955307,0.0888308968391258,0.4857382875599999,0.17012922006414827,3
402213,10,1.2164398222940227,0.03238656834739979,0.147256865915,0.06937700102436563,4
