station_id,a,a_std,b,b_std,n,r2,Qmin,Qavg,Qmax,S,Smin,Smax
412029,-0.6928709183198642,0.06306305370077327,1.4878907807649424,0.04094183224383304,431,0.95,0.0011422337486488906,0.1269826620107881,4.122379190490041,7.942806539000335,-1.2353971975784643,6.707409410304772
408202,-0.8870620546827843,0.15296731722320703,1.3137896644643448,0.05908219738893607,255,0.9,0.004328295900479309,0.09282064410680209,3.2341026968355244,7.832994699961432,-0.607940132556904,7.2250545672856035
415238,-0.15982771850347532,0.15780385328285024,1.177151896470985,0.06212914784005208,163,0.92,0.0010399276526808182,0.2495210899647,6.23939727916764,6.42741210637091,-0.4499851424610751,5.977425976855062
405248,-0.5674644873228922,0.10094810833943972,1.201958744645324,0.0370846721221115,251,0.96,5.430619450088462e-4,0.11714204067380887,3.3043008451902884,5.7313034001985015,-0.3937442275460382,5.337557861598415
422202B,-0.33594555443887925,0.3776400511232712,1.1668099265352798,0.10357658439112324,56,0.92,4.6519418985860905e-5,0.1382522389074669,4.011580387183036,5.343189309639411,-0.32256461724773294,5.020595256737246
A4260533,-0.42836795849277604,0.0863115559078112,1.4338118474636472,0.03949040114447728,421,0.95,2.62330724137931e-4,0.10863981525862422,2.8079635295517242,4.838087109118088,-0.7459374836791626,4.092148422496118
422338A,-0.07704602103440446,0.2991977371671202,1.2251699869710104,0.09944631590526415,51,0.93,3.366931201985e-4,0.2032565669833596,4.559649745630386,4.513786097258008,-0.40276703239461176,4.111017962898308
422334A,0.0038560498327155418,0.5323012550444952,1.513535727125408,0.1596949253336302,121,0.82,7.952795705215503e-4,0.0673222929140785,5.083427014773838,4.452870094010641,-0.4874766286891289,3.965339054758864
407253,-0.4490315734977213,0.06218515558965737,1.4391524690350488,0.039953671699711674,327,0.98,0.0013432253356528607,0.0723515968687822,2.019447916280738,4.0749208610773175,-0.5719897258842157,3.5029336489112977
405229,0.17105268353170014,0.052190339945443504,1.2580044842664646,0.02060756862193193,118,0.99,0.013916244822825916,0.2974281050416741,4.876550391162429,3.632718161533587,-0.41429369595238524,3.2184244656069336
405230,0.006911598924429952,0.07150030610791877,1.385763588385972,0.030348054647400983,168,0.98,7.7306490801748e-4,0.12162860623875756,3.3415730649094346,3.372458793869275,-0.42343127395590663,2.9490267010242377
415237,-0.05053622464983548,0.19188483038363272,1.3193378690583826,0.06338427292095206,162,0.92,0.00213700245700112,0.13751050907740475,3.007866339066796,3.2464810853486963,-0.37689404053545184,2.869587259433401
